Name of Restaurant,City,Country Code,Day of week,Start Time,End Time
Dudley Cafe,Boston,US,4,0700,1900
Dudley Cafe,Boston,US,3,0700,1900
Dudley Cafe,Boston,US,2,0700,1900
Dudley Cafe,Boston,US,1,0700,1900
Dudley Cafe,Boston,US,0,0700,1900
Dudley Dough,Boston,US,5,0900,2100
Dudley Dough,Boston,US,4,0900,2100
Dudley Dough,Boston,US,3,0900,2100
Dudley Dough,Boston,US,2,0900,2100
Dudley Dough,Boston,US,1,0900,2100
Dudley Dough,Boston,US,0,0900,2100
Due South,Washington,US,6,1100,2200
Due South,Washington,US,5,1100,2300
Due South,Washington,US,4,1100,2300
Due South,Washington,US,3,1100,2200
Due South,Washington,US,2,1100,2200
Due South,Washington,US,1,1100,2200
Due South,Washington,US,0,1100,2200
Duke's Chowder House,Seattle,US,6,1100,2300
Duke's Chowder House,Seattle,US,5,1100,2300
Duke's Chowder House,Seattle,US,4,1100,2300
Duke's Chowder House,Seattle,US,3,1100,2300
Duke's Chowder House,Seattle,US,2,1100,2300
Duke's Chowder House,Seattle,US,1,1100,2300
Duke's Chowder House,Seattle,US,0,1100,2300
Dukes Coffee Roasters,Melbourne,AU,5,0900,1700
Dukes Coffee Roasters,Melbourne,AU,4,0700,1630
Dukes Coffee Roasters,Melbourne,AU,3,0700,1630
Dukes Coffee Roasters,Melbourne,AU,2,0700,1630
Dukes Coffee Roasters,Melbourne,AU,1,0700,1630
Dukes Coffee Roasters,Melbourne,AU,0,0700,1630
Duke's Grocery,Washington,US,6,1000,0200
Duke's Grocery,Washington,US,5,1000,0300
Duke's Grocery,Washington,US,4,1100,0300
Duke's Grocery,Washington,US,3,1100,0200
Duke's Grocery,Washington,US,2,1100,0200
Duke's Grocery,Washington,US,1,1100,0200
Duke's Grocery,Washington,US,0,1100,0200
Duly's Place,Detroit,US,6,0600,0600
Duly's Place,Detroit,US,5,0600,0600
Duly's Place,Detroit,US,4,0600,0600
Duly's Place,Detroit,US,3,0600,0600
Duly's Place,Detroit,US,2,0600,0600
Duly's Place,Detroit,US,1,0600,0600
Duly's Place,Detroit,US,0,0600,0600
DUM Indian Soul Food,San Francisco,US,6,1100,2200
DUM Indian Soul Food,San Francisco,US,5,1100,2200
DUM Indian Soul Food,San Francisco,US,4,1100,2200
DUM Indian Soul Food,San Francisco,US,3,1100,2200
DUM Indian Soul Food,San Francisco,US,2,1100,2200
DUM Indian Soul Food,San Francisco,US,1,1100,2200
Dumpling Avenue,Sydney,AU,5,1100,1900
Dumpling Avenue,Sydney,AU,4,1100,2000
Dumpling Avenue,Sydney,AU,3,1100,2000
Dumpling Avenue,Sydney,AU,2,1100,2000
Dumpling Avenue,Sydney,AU,1,1100,2000
Dumpling Avenue,Sydney,AU,0,1100,2000
Dumpling Cafe,Boston,US,6,1100,0200
Dumpling Cafe,Boston,US,5,1100,0200
Dumpling Cafe,Boston,US,4,1100,0200
Dumpling Cafe,Boston,US,3,1100,0200
Dumpling Cafe,Boston,US,2,1100,0200
Dumpling Cafe,Boston,US,1,1100,0200
Dumpling Cafe,Boston,US,0,1100,0200
Dumpling Palace,Boston,US,6,1100,0300
Dumpling Palace,Boston,US,5,1100,0300
Dumpling Palace,Boston,US,4,1100,0300
Dumpling Palace,Boston,US,3,1100,0300
Dumpling Palace,Boston,US,2,1100,0300
Dumpling Palace,Boston,US,1,1100,0300
Dumpling Palace,Boston,US,0,1100,0300
Dumpling Sisters,Melbourne,AU,6,1100,2130
Dumpling Sisters,Melbourne,AU,5,1100,2230
Dumpling Sisters,Melbourne,AU,4,1100,2230
Dumpling Sisters,Melbourne,AU,3,1100,2200
Dumpling Sisters,Melbourne,AU,2,1100,2200
Dumpling Sisters,Melbourne,AU,1,1100,2200
Dumpling Sisters,Melbourne,AU,0,1100,2200
Dumplings & Beyond,Washington,US,6,1130,2130
Dumplings & Beyond,Washington,US,5,1130,2230
Dumplings & Beyond,Washington,US,4,1130,2200
Dumplings & Beyond,Washington,US,3,1130,2200
Dumplings & Beyond,Washington,US,2,1130,2200
Dumplings & Beyond,Washington,US,1,1130,2200
Dumplings & Beyond,Washington,US,0,1130,2200
Duo,Denver,US,6,1700,2100
Duo,Denver,US,6,1000,1400
Duo,Denver,US,5,1700,2200
Duo,Denver,US,5,1000,1400
Duo,Denver,US,4,1700,2200
Duo,Denver,US,3,1700,2200
Duo,Denver,US,2,1700,2200
Duo,Denver,US,1,1700,2200
Duo,Denver,US,0,1700,2200
Dur Dur Cafe,Seattle,US,6,0700,0300
Dur Dur Cafe,Seattle,US,5,0700,0300
Dur Dur Cafe,Seattle,US,4,0700,0300
Dur Dur Cafe,Seattle,US,3,0700,0300
Dur Dur Cafe,Seattle,US,2,0700,0300
Dur Dur Cafe,Seattle,US,1,0700,0300
Dur Dur Cafe,Seattle,US,0,0700,0300
Durty Nelly's Irish Pub Perth,Perth,AU,6,1100,2200
Durty Nelly's Irish Pub Perth,Perth,AU,5,1100,0000
Durty Nelly's Irish Pub Perth,Perth,AU,4,1000,0000
Durty Nelly's Irish Pub Perth,Perth,AU,3,1000,2300
Durty Nelly's Irish Pub Perth,Perth,AU,2,1000,2300
Durty Nelly's Irish Pub Perth,Perth,AU,1,1000,2300
Durty Nelly's Irish Pub Perth,Perth,AU,0,1000,2300
Dusek's Board & Beer,Chicago,US,6,1700,0200
Dusek's Board & Beer,Chicago,US,6,0900,1500
Dusek's Board & Beer,Chicago,US,5,1700,0300
Dusek's Board & Beer,Chicago,US,5,0900,1500
Dusek's Board & Beer,Chicago,US,4,1700,0200
Dusek's Board & Beer,Chicago,US,4,1100,1500
Dusek's Board & Beer,Chicago,US,3,1700,0200
Dusek's Board & Beer,Chicago,US,3,1100,1500
Dusek's Board & Beer,Chicago,US,2,1700,0200
Dusek's Board & Beer,Chicago,US,2,1100,1500
Dusek's Board & Beer,Chicago,US,1,1700,0200
Dusek's Board & Beer,Chicago,US,1,1100,1500
Dusek's Board & Beer,Chicago,US,0,1700,0200
Dusek's Board & Beer,Chicago,US,0,1100,1500
Duza's Kitchen,Phoenix,US,6,0600,1400
Duza's Kitchen,Phoenix,US,5,0600,1400
Duza's Kitchen,Phoenix,US,4,0600,1400
Duza's Kitchen,Phoenix,US,3,0600,1300
Duza's Kitchen,Phoenix,US,2,0600,1300
Duza's Kitchen,Phoenix,US,1,0600,1300
DW Bistro,Las Vegas,US,6,1000,1400
DW Bistro,Las Vegas,US,5,1000,2200
DW Bistro,Las Vegas,US,4,1100,2200
DW Bistro,Las Vegas,US,3,1100,2100
DW Bistro,Las Vegas,US,2,1100,2100
DW Bistro,Las Vegas,US,1,1100,2100
DW Bistro,Las Vegas,US,0,1100,1500
Dôme Trinity,Perth,AU,6,0800,1700
Dôme Trinity,Perth,AU,5,0800,1700
Dôme Trinity,Perth,AU,4,0800,1700
Dôme Trinity,Perth,AU,3,0800,1700
Dôme Trinity,Perth,AU,2,0800,1700
Dôme Trinity,Perth,AU,1,0800,1700
Dôme Trinity,Perth,AU,0,0800,1700
Dögarz Döner,Houston,US,6,1000,2100
Dögarz Döner,Houston,US,5,1000,2200
Dögarz Döner,Houston,US,4,1000,2200
Dögarz Döner,Houston,US,3,1000,2100
Dögarz Döner,Houston,US,2,1000,2100
Dögarz Döner,Houston,US,1,1000,2100
Dögarz Döner,Houston,US,0,1000,2100
E-Jo Korean Restaurant,Las Vegas,US,6,0800,2200
E-Jo Korean Restaurant,Las Vegas,US,5,0800,2200
E-Jo Korean Restaurant,Las Vegas,US,4,0800,2200
E-Jo Korean Restaurant,Las Vegas,US,3,0800,2200
E-Jo Korean Restaurant,Las Vegas,US,2,0800,2200
E-Jo Korean Restaurant,Las Vegas,US,1,0800,2200
E-Jo Korean Restaurant,Las Vegas,US,0,0800,2200
E. Mono,London,GB,6,1100,2330
E. Mono,London,GB,5,1100,2330
E. Mono,London,GB,4,1100,2330
E. Mono,London,GB,3,1100,2330
E. Mono,London,GB,2,1100,2330
E. Mono,London,GB,1,1100,2330
E. Mono,London,GB,0,1100,2330
E Pellicci,London,GB,5,0700,1600
E Pellicci,London,GB,4,0700,1600
E Pellicci,London,GB,3,0700,1600
E Pellicci,London,GB,2,0700,1600
E Pellicci,London,GB,1,0700,1600
E Pellicci,London,GB,0,0700,1600
Eagles Restaurant,Birmingham,US,6,1030,1530
Eagles Restaurant,Birmingham,US,4,1030,1530
Eagles Restaurant,Birmingham,US,3,1030,1530
Eagles Restaurant,Birmingham,US,2,1030,1530
Eagles Restaurant,Birmingham,US,1,1030,1530
Eagles Restaurant,Birmingham,US,0,1030,1530
EARL Canteen Bourke St,Melbourne,AU,4,0700,1600
EARL Canteen Bourke St,Melbourne,AU,3,0700,1600
EARL Canteen Bourke St,Melbourne,AU,2,0700,1600
EARL Canteen Bourke St,Melbourne,AU,1,0700,1600
EARL Canteen Bourke St,Melbourne,AU,0,0700,1600
Earl Canteen Collins Place,Melbourne,AU,4,0700,1600
Earl Canteen Collins Place,Melbourne,AU,3,0700,1600
Earl Canteen Collins Place,Melbourne,AU,2,0700,1600
Earl Canteen Collins Place,Melbourne,AU,1,0700,1600
Earl Canteen Collins Place,Melbourne,AU,0,0700,1600
Earl of Essex,London,GB,6,1200,2300
Earl of Essex,London,GB,5,1200,0000
Earl of Essex,London,GB,4,1200,0000
Earl of Essex,London,GB,3,1200,2330
Earl of Essex,London,GB,2,1200,2330
Earl of Essex,London,GB,1,1400,2330
Earl of Essex,London,GB,0,1200,2330
Earl of Sandwich,Detroit,US,6,0500,2000
Earl of Sandwich,Detroit,US,5,0500,2000
Earl of Sandwich,Detroit,US,4,0500,2000
Earl of Sandwich,Detroit,US,3,0500,2000
Earl of Sandwich,Detroit,US,2,0500,2000
Earl of Sandwich,Detroit,US,1,0500,2000
Earl of Sandwich,Detroit,US,0,0500,2000
Earl of Sandwich,Las Vegas,US,6,0600,2200
Earl of Sandwich,Las Vegas,US,5,0600,0100
Earl of Sandwich,Las Vegas,US,4,0600,0100
Earl of Sandwich,Las Vegas,US,3,0600,0000
Earl of Sandwich,Las Vegas,US,2,0600,0000
Earl of Sandwich,Las Vegas,US,1,0600,0000
Earl of Sandwich,Las Vegas,US,0,0600,0000
Earls Kitchen + Bar,Chicago,US,6,1100,2200
Earls Kitchen + Bar,Chicago,US,5,1100,0000
Earls Kitchen + Bar,Chicago,US,4,1130,0000
Earls Kitchen + Bar,Chicago,US,3,1130,2200
Earls Kitchen + Bar,Chicago,US,2,1130,2200
Earls Kitchen + Bar,Chicago,US,1,1130,2200
Earls Kitchen + Bar,Chicago,US,0,1130,2200
East Bar And Restaurant,Melbourne,AU,6,0530,2230
East Bar And Restaurant,Melbourne,AU,5,0530,2230
East Bar And Restaurant,Melbourne,AU,4,0530,2230
East Bar And Restaurant,Melbourne,AU,3,0530,2230
East Bar And Restaurant,Melbourne,AU,2,0530,2230
East Bar And Restaurant,Melbourne,AU,1,0530,2230
East Bar And Restaurant,Melbourne,AU,0,0530,2230
East End Den,Melbourne,AU,5,1200,0300
East End Den,Melbourne,AU,4,1200,0300
East End Den,Melbourne,AU,3,1600,2200
East End Den,Melbourne,AU,2,1600,2200
East End Den,Melbourne,AU,1,1600,2200
East End Den,Melbourne,AU,0,1600,2200
East Z East,Liverpool,GB,6,1700,2300
East Z East,Liverpool,GB,5,1700,0000
East Z East,Liverpool,GB,4,1700,0000
East Z East,Liverpool,GB,3,1700,2330
East Z East,Liverpool,GB,2,1700,2330
East Z East,Liverpool,GB,1,1700,2330
East Z East,Liverpool,GB,0,1700,2330
Eastern Diner,Liverpool,GB,6,1200,2330
Eastern Diner,Liverpool,GB,5,1730,0000
Eastern Diner,Liverpool,GB,5,1200,1430
Eastern Diner,Liverpool,GB,4,1730,0000
Eastern Diner,Liverpool,GB,4,1200,1430
Eastern Diner,Liverpool,GB,3,1730,2330
Eastern Diner,Liverpool,GB,3,1200,1430
Eastern Diner,Liverpool,GB,2,1730,2330
Eastern Diner,Liverpool,GB,2,1200,1430
Eastern Diner,Liverpool,GB,1,1730,2330
Eastern Diner,Liverpool,GB,1,1200,1430
Eastern Diner,Liverpool,GB,0,1730,2330
Eastern Diner,Liverpool,GB,0,1200,1430
Eastern Market Seafood Co,Detroit,US,5,0800,1700
Eastern Market Seafood Co,Detroit,US,4,0800,1700
Eastern Market Seafood Co,Detroit,US,3,0800,1700
Eastern Market Seafood Co,Detroit,US,2,0800,1700
Eastern Market Seafood Co,Detroit,US,1,0800,1700
Eastern Standard Kitchen and Drinks,Boston,US,6,0700,0200
Eastern Standard Kitchen and Drinks,Boston,US,5,0700,0200
Eastern Standard Kitchen and Drinks,Boston,US,4,0700,0200
Eastern Standard Kitchen and Drinks,Boston,US,3,0700,0200
Eastern Standard Kitchen and Drinks,Boston,US,2,0700,0200
Eastern Standard Kitchen and Drinks,Boston,US,1,0700,0200
Eastern Standard Kitchen and Drinks,Boston,US,0,0700,0200
Eastwick,Brooklyn,US,6,1100,2300
Eastwick,Brooklyn,US,5,1100,0000
Eastwick,Brooklyn,US,4,1130,0000
Eastwick,Brooklyn,US,3,1130,2300
Eastwick,Brooklyn,US,2,1130,2300
Eastwick,Brooklyn,US,1,1130,2300
Eastwick,Brooklyn,US,0,1130,2300
Eastwood,New York,US,6,1000,0400
Eastwood,New York,US,5,1000,0400
Eastwood,New York,US,4,1200,0400
Eastwood,New York,US,3,1200,0400
Eastwood,New York,US,2,1200,0400
Eastwood,New York,US,1,1200,0400
Eastwood,New York,US,0,1200,0400
Eat Aroi Thai,London,GB,6,1100,2200
Eat Aroi Thai,London,GB,5,1100,2200
Eat Aroi Thai,London,GB,4,1100,2200
Eat Aroi Thai,London,GB,3,1100,2200
Eat Aroi Thai,London,GB,2,1100,2200
Eat Aroi Thai,London,GB,1,1100,2200
Eat Aroi Thai,London,GB,0,1100,2200
Eat By Stacey Weber,Phoenix,US,6,1000,1700
Eat By Stacey Weber,Phoenix,US,5,1000,1700
Eat By Stacey Weber,Phoenix,US,4,1000,1700
Eat By Stacey Weber,Phoenix,US,3,1000,2000
Eat By Stacey Weber,Phoenix,US,2,1000,2000
Eat By Stacey Weber,Phoenix,US,1,1000,2000
Eat By Stacey Weber,Phoenix,US,0,1000,2000
Eat + Drink,Denver,US,5,1100,1900
Eat + Drink,Denver,US,4,1100,1900
Eat + Drink,Denver,US,3,1100,1900
Eat + Drink,Denver,US,2,1100,1900
Eat + Drink,Denver,US,1,1100,1900
Eat + Drink,Denver,US,0,1100,1900
Eat Etc,Perth,AU,4,0830,1500
Eat Etc,Perth,AU,3,0830,1500
Eat Etc,Perth,AU,2,0830,1500
Eat Etc,Perth,AU,1,0830,1500
Eat Etc,Perth,AU,0,0830,1500
eat.,Las Vegas,US,6,0800,1400
eat.,Las Vegas,US,5,0800,1400
eat.,Las Vegas,US,4,0800,1500
eat.,Las Vegas,US,3,0800,1500
eat.,Las Vegas,US,2,0800,1500
eat.,Las Vegas,US,1,0800,1500
eat.,Las Vegas,US,0,0800,1500
Eat Love Pizza,Sydney,AU,6,1100,2300
Eat Love Pizza,Sydney,AU,5,1100,2300
Eat Love Pizza,Sydney,AU,4,1100,2300
Eat Love Pizza,Sydney,AU,3,1100,2300
Eat Love Pizza,Sydney,AU,2,1100,2300
Eat Love Pizza,Sydney,AU,1,1100,2300
Eat Love Pizza,Sydney,AU,0,1100,2300
Eat Street Cafe,Boston,US,6,0700,1900
Eat Street Cafe,Boston,US,5,0700,1900
Eat Street Cafe,Boston,US,4,0630,2000
Eat Street Cafe,Boston,US,3,0630,2000
Eat Street Cafe,Boston,US,2,0630,2000
Eat Street Cafe,Boston,US,1,0630,2000
Eat Street Cafe,Boston,US,0,0630,2000
Eat the Rich,Washington,US,6,1700,2330
Eat the Rich,Washington,US,5,1700,0230
Eat the Rich,Washington,US,4,1700,0230
Eat the Rich,Washington,US,3,1700,0130
Eat the Rich,Washington,US,2,1700,0130
Eat the Rich,Washington,US,1,1700,0130
Eat Tokyo,London,GB,6,1800,2230
Eat Tokyo,London,GB,6,1200,1600
Eat Tokyo,London,GB,5,1800,2330
Eat Tokyo,London,GB,5,1200,1600
Eat Tokyo,London,GB,4,1800,2330
Eat Tokyo,London,GB,4,1200,1600
Eat Tokyo,London,GB,3,1800,2330
Eat Tokyo,London,GB,3,1200,1600
Eat Tokyo,London,GB,2,1800,2330
Eat Tokyo,London,GB,2,1200,1600
Eat Tokyo,London,GB,1,1800,2330
Eat Tokyo,London,GB,1,1200,1600
Eat Tokyo,London,GB,0,1800,2330
Eat Tokyo,London,GB,0,1200,1600
Eat Tokyo,London,GB,6,1730,2230
Eat Tokyo,London,GB,6,1200,1600
Eat Tokyo,London,GB,5,1730,2330
Eat Tokyo,London,GB,5,1200,1530
Eat Tokyo,London,GB,4,1800,2330
Eat Tokyo,London,GB,4,1200,1530
Eat Tokyo,London,GB,3,1800,2330
Eat Tokyo,London,GB,3,1200,1530
Eat Tokyo,London,GB,2,1800,2330
Eat Tokyo,London,GB,2,1200,1530
Eat Tokyo,London,GB,1,1800,2330
Eat Tokyo,London,GB,1,1200,1530
Eat Tokyo,London,GB,0,1800,2330
Eat Tokyo,London,GB,0,1200,1530
Eat Tokyo,London,GB,6,1200,2330
Eat Tokyo,London,GB,5,1200,2330
Eat Tokyo,London,GB,4,1200,2330
Eat Tokyo,London,GB,3,1200,2330
Eat Tokyo,London,GB,2,1200,2330
Eat Tokyo,London,GB,1,1200,2330
Eat Tokyo,London,GB,0,1200,2330
Eat Viet,San Jose,US,5,1100,1500
Eat Viet,San Jose,US,4,1100,2000
Eat Viet,San Jose,US,3,1100,2000
Eat Viet,San Jose,US,2,1100,2000
Eat Viet,San Jose,US,1,1100,2000
Eat Viet,San Jose,US,0,1100,2000
Echo & Rig,Las Vegas,US,6,0900,2300
Echo & Rig,Las Vegas,US,5,0900,2300
Echo & Rig,Las Vegas,US,4,1100,2300
Echo & Rig,Las Vegas,US,3,1100,2300
Echo & Rig,Las Vegas,US,2,1100,2300
Echo & Rig,Las Vegas,US,1,1100,2300
Echo & Rig,Las Vegas,US,0,1100,2300
Ecq Bar,Sydney,AU,6,1200,2300
Ecq Bar,Sydney,AU,5,1200,2300
Ecq Bar,Sydney,AU,4,1200,2300
Ecq Bar,Sydney,AU,3,1200,2300
Ecq Bar,Sydney,AU,2,1200,2300
Ecq Bar,Sydney,AU,1,1200,2300
Eddie's Place,Charlotte,US,6,0800,2200
Eddie's Place,Charlotte,US,5,0800,0200
Eddie's Place,Charlotte,US,4,0700,0200
Eddie's Place,Charlotte,US,3,0700,0200
Eddie's Place,Charlotte,US,2,0700,0200
Eddie's Place,Charlotte,US,1,0700,0200
Eddie's Place,Charlotte,US,0,0700,2200
Eden Hill,Seattle,US,6,1700,2200
Eden Hill,Seattle,US,5,1700,2200
Eden Hill,Seattle,US,4,1700,2200
Eden Hill,Seattle,US,3,1700,2200
Eden Hill,Seattle,US,2,1700,2200
Eden Hill,Seattle,US,1,1700,2200
Edosei,Perth,AU,5,1730,2200
Edosei,Perth,AU,4,1730,2200
Edosei,Perth,AU,4,1130,1400
Edosei,Perth,AU,3,1730,2100
Edosei,Perth,AU,3,1130,1400
Edosei,Perth,AU,2,1730,2100
Edosei,Perth,AU,2,1130,1400
Edosei,Perth,AU,1,1730,2100
Edosei,Perth,AU,1,1130,1400
Edosei,Perth,AU,0,1730,2100
Egg Puffs,Boston,US,6,1100,1800
Egg Puffs,Boston,US,5,1100,1800
Egg Puffs,Boston,US,4,1200,1800
Egg Puffs,Boston,US,3,1200,1800
Egg Puffs,Boston,US,2,1200,1800
Egg Puffs,Boston,US,1,1200,1800
Egg Puffs,Boston,US,0,1200,1800
Egg Works,Las Vegas,US,6,0600,1500
Egg Works,Las Vegas,US,5,0600,1500
Egg Works,Las Vegas,US,4,0600,1500
Egg Works,Las Vegas,US,3,0600,1500
Egg Works,Las Vegas,US,2,0600,1500
Egg Works,Las Vegas,US,1,0600,1500
Egg Works,Las Vegas,US,0,0600,1500
Eggs & Plants,Seattle,US,6,1000,2000
Eggs & Plants,Seattle,US,5,1000,2000
Eggs & Plants,Seattle,US,4,1000,2000
Eggs & Plants,Seattle,US,3,1000,2000
Eggs & Plants,Seattle,US,2,1000,2000
Eggs & Plants,Seattle,US,1,1000,2000
Eggs & Plants,Seattle,US,0,1000,2000
Eggslut,Las Vegas,US,6,0000,1600
Eggslut,Las Vegas,US,5,0000,1900
Eggslut,Las Vegas,US,4,0700,1900
Eggslut,Las Vegas,US,3,0700,1600
Eggslut,Las Vegas,US,2,0700,1600
Eggslut,Las Vegas,US,1,0700,1600
Eggslut,Las Vegas,US,0,0700,1600
Eight Row Flint,Houston,US,6,1200,0000
Eight Row Flint,Houston,US,5,1200,0200
Eight Row Flint,Houston,US,4,1400,0200
Eight Row Flint,Houston,US,3,1400,0000
Eight Row Flint,Houston,US,2,1400,0000
Eight Row Flint,Houston,US,1,1400,0000
Eight Row Flint,Houston,US,0,1400,0000
Eighty/twenty Food,Braddon,AU,6,0700,1600
Eighty/twenty Food,Braddon,AU,5,0600,1600
Eighty/twenty Food,Braddon,AU,4,0600,1600
Eighty/twenty Food,Braddon,AU,3,0600,1600
Eighty/twenty Food,Braddon,AU,2,0600,1600
Eighty/twenty Food,Braddon,AU,1,0600,1600
Eighty/twenty Food,Braddon,AU,0,0600,1600
Ekin Barbeque House,London,GB,6,1200,2230
Ekin Barbeque House,London,GB,5,1200,2330
Ekin Barbeque House,London,GB,4,1200,2330
Ekin Barbeque House,London,GB,3,1200,2300
Ekin Barbeque House,London,GB,2,1200,2300
Ekin Barbeque House,London,GB,1,1200,2300
Ekin Barbeque House,London,GB,0,1200,2300
Ekko's Greek American Deli,Houston,US,6,1100,2000
Ekko's Greek American Deli,Houston,US,5,0700,2200
Ekko's Greek American Deli,Houston,US,4,0700,2200
Ekko's Greek American Deli,Houston,US,3,0700,2200
Ekko's Greek American Deli,Houston,US,2,0700,2200
Ekko's Greek American Deli,Houston,US,1,0700,2200
Ekko's Greek American Deli,Houston,US,0,0700,2200
El Barzon,Detroit,US,6,1500,2000
El Barzon,Detroit,US,5,1600,2200
El Barzon,Detroit,US,4,1100,2200
El Barzon,Detroit,US,3,1100,2100
El Barzon,Detroit,US,2,1100,2100
El Barzon,Detroit,US,1,1100,2100
El Big Bad,Houston,US,6,1100,2200
El Big Bad,Houston,US,5,1100,0200
El Big Bad,Houston,US,4,1100,0200
El Big Bad,Houston,US,3,0400,0000
El Big Bad,Houston,US,2,1600,0000
El Big Bad,Houston,US,1,1600,0000
El Big Bad,Houston,US,0,1600,2200
El Buen Comer,San Francisco,US,6,1100,1900
El Buen Comer,San Francisco,US,5,1700,2100
El Buen Comer,San Francisco,US,5,1100,1500
El Buen Comer,San Francisco,US,4,1700,2100
El Buen Comer,San Francisco,US,4,1100,1500
El Buen Comer,San Francisco,US,3,1700,2100
El Buen Comer,San Francisco,US,3,1100,1500
El Buen Comer,San Francisco,US,2,1700,2100
El Buen Comer,San Francisco,US,2,1100,1500
El Buen Comer,San Francisco,US,1,1700,2100
El Buen Comer,San Francisco,US,1,1100,1500
El Burro & The Bull,Houston,US,6,1100,0000
El Burro & The Bull,Houston,US,5,1100,0300
El Burro & The Bull,Houston,US,4,1100,0300
El Burro & The Bull,Houston,US,3,1100,0200
El Burro & The Bull,Houston,US,2,1100,0000
El Burro & The Bull,Houston,US,1,1100,0000
El Burro & The Bull,Houston,US,0,1100,0000
El Caprichoso,Phoenix,US,6,1800,0200
El Caprichoso,Phoenix,US,5,1800,0300
El Caprichoso,Phoenix,US,4,1800,0300
El Caprichoso,Phoenix,US,3,1800,0100
El Caprichoso,Phoenix,US,2,1800,0100
El Caprichoso,Phoenix,US,1,1800,0100
El Centro,Boston,US,6,1700,2300
El Centro,Boston,US,6,1000,1500
El Centro,Boston,US,5,1700,2300
El Centro,Boston,US,5,1000,1500
El Centro,Boston,US,4,1700,2300
El Centro,Boston,US,4,1100,1500
El Centro,Boston,US,3,1700,2300
El Centro,Boston,US,3,1100,1500
El Centro,Boston,US,2,1700,2300
El Centro,Boston,US,2,1100,1500
El Centro,Boston,US,1,1700,2300
El Centro,Boston,US,1,1100,1500
El Centro,Boston,US,0,1700,2300
El Centro,Boston,US,0,1100,1500
El Chalán,Washington,US,5,1300,2200
El Chalán,Washington,US,4,1730,2200
El Chalán,Washington,US,4,1130,1500
El Chalán,Washington,US,3,1730,2200
El Chalán,Washington,US,3,1130,1500
El Chalán,Washington,US,2,1730,2200
El Chalán,Washington,US,2,1130,1500
El Chalán,Washington,US,1,1730,2200
El Chalán,Washington,US,1,1130,1500
El Chalán,Washington,US,0,1730,2200
El Chalán,Washington,US,0,1130,1500
El Chullo Peruvian Restaurant & Bar,Phoenix,US,6,1000,1900
El Chullo Peruvian Restaurant & Bar,Phoenix,US,5,1000,2100
El Chullo Peruvian Restaurant & Bar,Phoenix,US,4,1100,2100
El Chullo Peruvian Restaurant & Bar,Phoenix,US,3,1100,2100
El Chullo Peruvian Restaurant & Bar,Phoenix,US,2,1100,2100
El Chullo Peruvian Restaurant & Bar,Phoenix,US,1,1100,2100
El Cubanito,Chicago,US,6,0900,1800
El Cubanito,Chicago,US,5,0700,1900
El Cubanito,Chicago,US,4,0700,1900
El Cubanito,Chicago,US,3,0700,1900
El Cubanito,Chicago,US,2,0700,1900
El Cubanito,Chicago,US,1,0700,1900
El Cubanito,Chicago,US,0,0700,1900
El Farolito,San Francisco,US,6,1000,0230
El Farolito,San Francisco,US,5,1000,0330
El Farolito,San Francisco,US,4,1000,0330
El Farolito,San Francisco,US,3,1000,0230
El Farolito,San Francisco,US,2,1000,0230
El Farolito,San Francisco,US,1,1000,0230
El Farolito,San Francisco,US,0,1000,0230
El Greco Kitchen & Grill,Houston,US,5,1100,1900
El Greco Kitchen & Grill,Houston,US,4,1100,2030
El Greco Kitchen & Grill,Houston,US,3,1100,2030
El Greco Kitchen & Grill,Houston,US,2,1100,2030
El Greco Kitchen & Grill,Houston,US,1,1100,2030
